invader_id,city_code,points,gt_lat,gt_lng,gt_source,confidence,n_street_signs,n_shop_signs,n_landmarks,n_building_numbers,n_metro_bus,n_other_clues,n_total_clues,has_district,has_postcode,has_address,reasoning_length,address_length,address_has_number,address_has_business,address_n_business,signs_total_business,geo_success,geo_lat,geo_lng,distance_to_center_km,distance_to_district_km,district_geocodes,city_coherent,error_km,error_class,best_address_guess,district,street_signs,shop_signs,landmarks
AMS_07,AMS,10,52.3685363971,4.8812714438,,LOW,0,0,0,0,0,5,5,1,0,1,491,62,0,0,0,0,1,52.371979,4.8847268,1.403,1.119,1,1,0.449,GOOD,"Quartier des canaux du centre d'Amsterdam, zone Grachtengordel",Centrum,,,
PRT_05,PRT,10,-31.9521523661,115.8530267346,,LOW,0,0,0,0,0,5,5,1,0,1,521,40,0,0,0,0,1,-31.9552615,115.8587988,0.553,0.0,1,1,0.645,OK,Perth CBD central business district area,Perth CBD,,,
PRT_18,PRT,10,-31.9388687625,115.841042281,,MEDIUM,0,0,2,0,0,7,9,1,0,1,530,35,1,1,1,0,1,-31.9603596,115.8586158,1.111,,0,1,2.9086,APPROX,"Barrack Street Jetty, Perth WA 6000",South Perth or Barrack Street Jetty area,,,Pedestrian bridge with distinctive white modernist architecture|Ferry terminal or maritime facility (indicated by ferry icon on building)
BSL_13,BSL,30,47.5595829822,7.59807651,,MEDIUM,0,1,0,0,0,6,7,1,0,1,445,22,1,0,0,0,1,47.5608186,7.5912298,0.239,0.01,1,1,0.5318,OK,"Rheingasse, 4058 Basel",Kleinbasel,,MAGGI,
BSL_24,BSL,30,47.5785031555,7.5581682022,,MEDIUM,1,0,0,0,0,7,8,1,0,1,451,44,0,0,0,0,0,,,,,0,1,,NO_GEO,"A2 ou A3 Autoroute, périphérie nord de Basel",Zone autoroutière/industrielle,CEDEZ LE PASSAGE,,
NCL_25,NCL,10,54.9692791926,-1.5975459582,,LOW,0,0,0,0,0,4,4,1,0,1,596,44,0,0,0,0,1,54.9689192,-1.6226896,1.089,0.0,1,1,1.6054,APPROX,Commercial building in Newcastle City Centre,City Centre,,,
NCL_23,NCL,10,54.9717252871,-1.6127772242,,HIGH,0,2,1,0,0,6,9,1,0,1,466,36,0,0,0,0,1,54.9713885,-1.6130278,0.827,0.675,1,1,0.0407,EXCELLENT,"High Bridge, Newcastle upon Tyne NE1",Newcastle city centre,,The Duke of Wellington|DRIP,The Duke of Wellington pub
RTD_16,RTD,10,51.9149864343,4.46333266,,LOW,0,0,0,1,0,5,6,1,0,1,405,88,1,0,0,0,0,,,,,0,1,,NO_GEO,"Secteur numéroté 208, probablement le long d'un quai ou boulevard du centre de Rotterdam",Centre-ville de Rotterdam,,,
RTD_23,RTD,10,51.9158371366,4.4779107058,,LOW,0,0,0,0,0,5,5,1,0,1,551,51,0,0,0,0,0,,,,,0,1,,NO_GEO,Galerie d'art dans le quartier Centrum de Rotterdam,Centre-ville de Rotterdam,,,
DJN_02,DJN,10,36.3663518617,127.3864007231,,MEDIUM,0,0,2,0,0,5,7,1,0,1,519,59,0,0,0,0,1,36.3620732,127.3564099,2.831,0.0,1,1,2.7272,APPROX,"Yuseong-gu, Daejeon (proximité parc avec fontaine aux ours)",Yuseong-gu,,,fontaine avec sculpture d'ours|bassin d'eau rectangulaire avec plateforme en bois
DJN_23,DJN,20,36.35478916,127.3454100661,,LOW,0,1,0,0,0,5,6,1,0,1,457,71,0,0,0,0,0,,,,,0,1,,NO_GEO,"Quartier central de Daejeon, zone commerciale près des rues principales",Centre-ville de Daejeon,,타이 아로마 건전마사지,
MLB_11,MLB,0,-37.7999187,144.9842634,vision,MEDIUM,0,1,0,0,0,7,8,1,0,1,522,36,0,0,0,0,1,-37.8065461,144.9829625,1.913,0.721,1,1,0.7457,OK,"Smith Street, Collingwood, Melbourne",Collingwood,,Friends of the Earth,
MLB_18,MLB,10,-37.8006513914,144.9642363383,,MEDIUM,0,0,0,1,0,6,7,1,0,1,561,46,1,0,0,0,1,-37.7908293,144.9760685,2.777,0.079,1,1,1.5079,APPROX,"678 Nicholson Street, Carlton North, Melbourne",Carlton/Fitzroy,,,
SD_05,SD,20,32.7137782901,-117.1581120704,,LOW,0,0,0,0,0,5,5,1,0,1,464,77,0,0,0,0,1,32.7174202,-117.162772,0.247,0.491,1,1,0.595,OK,"Centre historique de San Diego, proximité du quartier Gaslamp ou East Village",Downtown San Diego,,,
SD_18,SD,20,32.7105323652,-117.164828317,,MEDIUM,0,0,0,0,0,5,5,1,0,1,466,45,0,0,0,0,1,32.7071882,-117.1568773,1.026,0.314,1,1,0.8317,OK,"Petco Park area, Downtown San Diego, CA 92101",Gaslamp Quarter,,,
RBA_09,RBA,40,34.0186214392,-6.8310118553,,HIGH,1,1,0,0,0,5,7,1,0,1,402,34,0,0,0,0,0,,,,,0,1,,NO_GEO,"Place Abdelkrim El Khattabi, Rabat",Centre-ville,PLACE A. MELKENI,LASKA,
RBA_15,RBA,40,33.9948152863,-6.851156594,,LOW,0,0,0,0,0,6,6,1,0,1,418,21,0,0,0,0,1,33.9951272,-6.8480091,2.926,0.0,1,1,0.2922,GOOD,"Quartier Agdal, Rabat",Agdal,,,
IST_20,IST,20,41.0325359213,28.9850313864,,LOW,0,0,0,0,0,5,5,1,0,1,371,66,0,0,0,0,1,41.0317276,28.9860786,2.694,,0,1,0.1257,GOOD,"Quartier de Beyoğlu, zone résidentielle près de Galata ou Cihangir",Beyoğlu ou Karaköy,,,
IST_11,IST,20,41.0158940233,28.9557679471,,MEDIUM,0,0,1,0,0,2,3,1,0,1,500,50,0,0,0,0,1,41.006381,28.9758715,0.293,0.0,1,1,1.991,APPROX,"Murailles de Théodose, quartier de Fatih, Istanbul",Fatih,,,Murailles byzantines historiques
MUN_05,MUN,40,48.1339836609,11.5678291641,,LOW,0,0,0,0,0,5,5,1,0,1,435,103,0,0,0,0,0,,,,,0,1,,NO_GEO,"Quartier Schwabing, zone résidentielle ancienne, probablement entre Leopoldstraße et Hohenzollernstraße",Schwabing ou Maxvorstadt,,,
MUN_08,MUN,50,48.1332887944,11.5331827945,,LOW,0,0,0,0,0,5,5,1,0,1,564,82,0,0,0,0,1,48.107947,11.4610241,9.474,,0,1,6.0523,ZONE,"Zone industrielle ou friche urbaine dans le quartier de Schwabing-Freimann, Munich",Schwabing-Freimann ou Maxvorstadt,,,
PA_1519,PA,30,48.8529125745,2.3595316455,,MEDIUM,0,0,0,0,0,7,7,1,0,1,464,29,0,0,0,0,1,48.8337408,2.3735191,2.982,1.291,1,1,2.3648,APPROX,"Avenue de France, 75013 Paris",13e arrondissement,,,
PA_349,PA,20,48.8612687489,2.3025977761,,HIGH,1,0,0,1,0,8,10,1,1,1,447,40,1,0,0,0,1,48.8330485,2.3559122,2.633,0.0,1,1,5.0066,ZONE,"7 Boulevard de l'Université, 75013 Paris",13e arrondissement,BOULEVARD DE L'UNIVERSITE,,
PA_1178,PA,30,48.8215679958,2.3684167861,,MEDIUM,0,2,0,0,0,6,8,1,0,1,481,26,0,0,0,0,1,48.8234329,2.3655007,3.814,,0,1,0.2976,GOOD,"Avenue d'Ivry, 75013 Paris",périphérie parisienne ou grande couronne,,TABAC|PMU,
PA_340,PA,50,48.8535866799,2.3534951155,,MEDIUM,0,0,2,0,0,5,7,1,1,1,579,64,0,0,0,0,1,48.8515801,2.3543432,0.58,,0,1,0.2316,GOOD,"Quai d'Orléans ou Quai de Bourbon, 75004 Paris (Île Saint-Louis)",4e arrondissement (probablement Île Saint-Louis ou quais de Seine rive droite/gauche),,,Quai de la Seine|Île de la Cité ou Île Saint-Louis
PA_268,PA,20,48.8790747492,2.3035532783,,HIGH,1,0,1,0,1,5,8,1,0,1,321,55,0,0,0,0,1,48.8843307,2.3221064,3.788,0.0,1,1,1.4772,APPROX,"Angle du Parc Schmidt-Helene, 17e arrondissement, Paris",17e arrondissement,PARC SCHMIDT-HELENE,,Parc Schmidt-Helene
PA_608,PA,10,48.8201273429,2.4841867457,,LOW,0,2,0,0,0,5,7,1,0,1,481,95,0,0,0,0,0,,,,,0,1,,NO_GEO,"Commune de première couronne parisienne, probablement dans le Val-de-Marne ou Seine-Saint-Denis",Banlieue parisienne proche,,NEW 18|THE CYCLE,
PA_805,PA,20,48.8206126328,2.3753552887,,MEDIUM,0,0,0,1,0,6,7,1,0,1,558,33,1,0,0,0,1,48.8577345,2.3536167,0.163,,0,1,4.4237,ZONE,"6 Rue de la Verrerie, 75004 Paris",3e ou 4e arrondissement,,,
PA_726,PA,20,48.885682932,2.3165639696,,HIGH,1,1,0,1,0,6,9,1,1,1,368,28,1,0,0,0,1,48.886819,2.3150914,4.319,0.86,1,1,0.166,GOOD,"157 rue de Rome, 75017 Paris",17e arrondissement - Quartier des Batignolles,RUE DE ROME,AUX COUSCOUS DES BATIGNOLLES,
PA_1523,PA,20,48.8664826713,2.3373830353,,MEDIUM,0,1,0,0,0,5,6,1,0,1,530,68,0,1,1,0,1,48.8641504,2.3502887,0.851,,0,1,0.979,OK,"Rue de Turbigo ou proximité du quartier du Temple, 3e arrondissement",3e ou 4e arrondissement,,L'Arbre,
PA_807,PA,20,48.820653428,2.3755394796,,LOW,0,0,0,0,0,5,5,1,0,1,554,114,0,0,0,0,1,48.8691692,2.3801599,2.477,,0,1,5.4053,ZONE,"Quartier de Belleville, 19e arrondissement, probablement rue Dénoyez ou rues adjacentes connues pour le street art",Belleville ou Ménilmontant (19e ou 20e arrondissement),,,
PA_1091,PA,30,48.8827993593,2.3719680103,,MEDIUM,0,0,1,0,0,4,5,1,0,1,535,76,0,0,0,0,1,48.8664195,2.3233035,2.379,,0,1,3.998,ZONE,"Place de la Concorde ou proximité du Louvre, 1er arrondissement, 75001 Paris",1er arrondissement (style néoclassique monumental typique du centre historique),,,Colonnes néoclassiques à cannelures (architecture monumentale)
PA_301,PA,10,48.8502212569,2.3734104337,,MEDIUM,0,2,0,0,0,6,8,1,0,1,493,40,0,0,0,1,1,48.8736119,2.3549099,1.902,,0,1,2.932,APPROX,"Rue du Faubourg Saint-Denis, 75010 Paris",10e ou 18e arrondissement,,Zara|Pharmacie,
PA_456,PA,10,48.8644848563,2.2943306631,,HIGH,1,0,2,0,1,5,9,1,1,1,437,25,0,0,0,0,1,48.8650298,2.294801,4.302,2.25,1,1,0.0697,EXCELLENT,"Place d'Iéna, 75116 Paris",16e arrondissement,PLACE D'IÉNA,,Place d'Iéna|Station de métro Iéna
PA_981,PA,30,48.845107888,2.383276384,,HIGH,1,1,1,0,0,4,7,1,1,1,373,39,0,0,0,0,1,48.864212,2.360936,1.061,0.0,1,1,2.6803,APPROX,"Place du Cardinal Bourgoin, 75003 Paris",3e arrondissement,PLACE DU CARDINAL BOURGOIN,Boulanger Artisan Pâtissier,Place du Cardinal Bourgoin
PA_1463,PA,30,48.8485203961,2.3478959536,,LOW,0,0,0,0,0,7,7,1,0,1,462,53,0,0,0,0,1,48.8571612,2.3594082,0.531,,0,1,1.2777,APPROX,"Rue des Rosiers ou rues adjacentes, 4e arrondissement",Marais ou Centre historique (3e-4e arrondissement probable),,,
PA_640,PA,30,48.8872378658,2.3371436209,,LOW,0,0,0,0,0,4,4,1,0,1,576,124,0,0,0,0,1,48.8529371,2.3500501,0.437,,0,1,3.9292,ZONE,"Quartier en développement urbain récent de Paris (possiblement 13e, 15e ou 19e arrondissement - zones de rénovation urbaine)",Quartier moderne/récent (architecture contemporaine),,,
PA_864,PA,20,48.878732393,2.3377592649,,MEDIUM,0,1,0,0,0,3,4,1,0,1,496,27,0,0,0,0,1,48.8559804,2.363966,0.864,0.942,1,1,3.1741,ZONE,"Rue de Turenne, 75003 Paris",3e arrondissement,,Connexion Immobilier,
PA_94,PA,10,48.8470554715,2.3326181014,,HIGH,0,0,1,0,0,6,7,1,1,1,470,63,1,0,0,0,1,48.8228942,2.3405011,3.844,1.95,1,1,2.7479,APPROX,"2 Rue Gazan, 75014 Paris (entrée principale du Parc Montsouris)",14e arrondissement,,,Parc Montsouris
PA_755,PA,20,48.8751256319,2.3404702974,,MEDIUM,0,2,0,0,0,7,9,1,0,1,472,76,0,0,0,0,1,48.8745493,2.3416651,2.139,,0,1,0.1084,GOOD,"Intersection rue du Faubourg Montmartre et boulevard Montmartre, 75009 Paris",9e ou 10e arrondissement,,LE VIEUX|LA QUARANTIE,
PA_744,PA,20,48.8687040388,2.392078383,,LOW,0,0,0,0,0,8,8,1,1,1,463,77,1,0,0,0,0,,,,,0,1,,NO_GEO,"Montreuil, Seine-Saint-Denis (93), zone industrielle ou quartier périphérique","Montreuil ou Saint-Denis (banlieue est parisienne, 93)",,,
PA_596,PA,10,48.8434576084,2.2957439094,,MEDIUM,0,1,0,0,0,8,9,1,0,1,423,30,0,0,0,0,1,48.8321707,2.3719501,3.077,1.178,1,1,5.7168,ZONE,"Rue du Chevaleret, 75013 Paris",13e arrondissement,,Thisse,
PA_1343,PA,30,48.8565298903,2.3095934685,,HIGH,2,2,2,0,0,4,10,1,1,1,405,75,0,0,0,1,1,48.8576633,2.3099671,3.092,0.508,1,1,0.129,GOOD,"Angle Boulevard de la Tour Maubourg et Rue de la Tour Maubourg, 75007 Paris",7e arrondissement,BOULEVARD DE LA TOUR MAUBOURG|RUE DE LA TOUR MAUBOURG,HOTEL DE L'EMPEREUR|ANTIQUAIRE,Boulevard de la Tour Maubourg|Rue de la Tour Maubourg
PA_418,PA,10,48.9014566164,2.3443194191,,MEDIUM,0,0,0,0,0,5,5,1,0,1,643,77,0,0,0,0,1,48.9029523,2.3388582,5.246,,0,1,0.4324,GOOD,"Marché aux Puces de Saint-Ouen, 93400 Saint-Ouen-sur-Seine (limite Paris 18e)",18e ou 20e arrondissement (périphérie nord/est),,,
PA_704,PA,30,48.8522776861,2.3649611338,,HIGH,2,1,0,1,0,3,7,1,1,1,317,34,1,0,0,0,1,48.8523436,2.3648259,1.038,0.799,1,1,0.0123,EXCELLENT,"34 rue de la Cerisaie, 75004 Paris",4e arrondissement,RUE DE LA CERISAIE|4e Arr't,BAZAR DE L'ÉLECTRICITÉ,
PA_435,PA,50,48.8653854996,2.3759105251,,MEDIUM,0,1,0,0,0,7,8,1,0,1,473,37,0,0,0,0,1,48.858416,2.379703,2.022,0.0,1,1,0.8231,OK,"Boca Mexa, rue Oberkampf, 75011 Paris",11e arrondissement,,BOCA MEXA,
PA_960,PA,20,48.8582992555,2.3894707229,,HIGH,0,2,0,0,1,6,9,1,1,1,363,36,0,0,0,0,1,48.8560042,2.3911823,2.853,0.882,1,1,0.2843,GOOD,"Avenue Philippe Auguste, 75011 Paris",11e arrondissement,,Casitalia|Philippe Auguste,
PA_246,PA,10,48.8674905348,2.3632457874,,HIGH,0,0,0,0,1,6,7,1,0,1,460,45,0,0,0,0,0,,,,,0,1,,NO_GEO,"Station de métro Sèvres-Babylone, 75006 Paris","Secteur Sèvres-Babylone ou Montparnasse (6e, 7e ou 14e arrondissement)",,,
PA_1319,PA,30,48.8784178658,2.3424447337,,HIGH,1,2,0,1,0,5,9,1,1,1,409,37,1,0,0,0,1,48.8784322,2.3419785,2.54,0.573,1,1,0.0341,EXCELLENT,"15 rue de l'Agent Bailly, 75009 Paris",9e arrondissement,RUE DE L'AGENT BAILLY,HOTARU|avidom,
PA_1346,PA,20,48.8490959306,2.3674071442,,HIGH,0,0,3,0,0,5,8,1,1,1,394,56,0,0,0,0,1,48.8442218,2.3811783,2.528,0.0,1,1,1.1442,APPROX,"Port de l'Arsenal, Boulevard de la Bastille, 75012 Paris",12e arrondissement,,,Colonne de Juillet|Port de l'Arsenal|Pont métallique
PA_541,PA,20,48.8556326596,2.3746220618,,MEDIUM,0,1,0,0,0,6,7,1,0,1,526,50,0,1,1,0,1,48.8607071,2.3552584,0.509,,0,1,1.5248,APPROX,"Rue du Temple ou Rue de Turbigo, 3e arrondissement",3e ou 11e arrondissement,,COOL & PRESS,
PA_902,PA,20,48.8464126374,2.3020864656,,HIGH,0,2,1,1,0,5,9,1,0,1,442,29,1,0,0,0,1,48.8783757,2.3907343,3.716,0.742,1,1,7.3948,ZONE,"21 rue de Crimée, 75019 Paris",19e arrondissement,,J-C Prosper|ORPI,Pont métallique (structure ferroviaire/métro aérien)
PA_1486,PA,50,48.8178982281,2.4134875043,,LOW,0,0,0,0,0,8,8,1,0,1,510,82,0,0,0,0,1,48.8183357,2.366174,4.376,,0,1,3.4645,ZONE,"Boulevard Périphérique secteur Porte d'Ivry ou Porte de Choisy, 13e arrondissement",13e ou périphérie sud/est,,,
PA_532,PA,20,48.8658451042,2.3782277098,,MEDIUM,0,3,0,0,0,5,8,1,0,1,402,36,0,0,0,0,1,48.8285181,2.3580715,3.152,0.528,1,1,4.4048,ZONE,"Avenue de Choisy, 13e arrondissement",13e arrondissement,,TRAITEUR CHINOIS|LE HARMONIE|CHALECO...,
PA_1352,PA,40,48.8255723006,2.3601055446,,LOW,0,1,0,0,0,7,8,1,0,1,563,71,0,0,0,0,1,48.8277892,2.3504267,3.206,0.709,1,1,0.7502,OK,"Quartier de la Butte-aux-Cailles ou secteur Tolbiac, 13e arrondissement",13e arrondissement,,LAVERIE,
PA_1336,PA,100,48.8503732373,2.3854988902,,LOW,0,2,0,0,0,5,7,1,0,1,501,63,0,0,0,0,1,48.8260904,2.3573505,3.413,,0,1,3.3963,ZONE,"Quartier Tolbiac ou Belleville, Paris 13e ou 20e arrondissement",13e ou 20e arrondissement,,LAVERIE|JET SERVICE,
PA_560,PA,10,48.8685522521,2.2740607279,,HIGH,2,0,0,0,0,7,9,1,1,1,390,31,0,0,0,0,1,48.869263,2.2746713,5.843,1.728,1,1,0.0908,EXCELLENT,"Boulevard Flandrin, 75016 Paris",16e arrondissement,BOULEVARD FLANDRIN|16e Arrt,,
PA_464,PA,10,48.8569979496,2.3554668145,,MEDIUM,0,1,0,0,0,7,8,1,0,1,445,28,0,0,0,1,1,48.8579369,2.380159,2.051,0.063,1,1,1.8095,APPROX,"Place Léon Blum, 75011 Paris",11e arrondissement,,PHARMACIE,
PA_602,PA,30,48.8738317002,2.3855465547,,MEDIUM,0,5,0,0,1,6,12,1,1,1,478,32,0,0,0,2,1,48.8823028,2.3387781,3.022,0.589,1,1,3.5475,ZONE,"Boulevard de Clichy, 75018 Paris",18e arrondissement (Montmartre),,BISTROT|LE MISTI|PHARMACIE|METRO|Café,
PA_1288,PA,30,48.8837791177,2.371369658,,HIGH,0,0,2,0,0,7,9,1,1,1,533,29,0,0,0,0,1,48.8865995,2.3743918,3.71,0.897,1,1,0.3836,GOOD,"Quai de la Seine, 75019 Paris",19e arrondissement,,,Bassin de la Villette|Canal de l'Ourcq
PA_969,PA,30,48.8501009689,2.2796357987,,HIGH,0,0,1,0,0,4,5,1,1,1,401,45,0,0,0,0,1,48.8401232,2.3024509,4.075,0.0,1,1,2.0046,APPROX,"Allée des Cygnes, Île aux Cygnes, 75015 Paris",15e arrondissement,,,Statue de la Liberté (réplique)
PA_841,PA,20,48.8650191849,2.3484654907,,HIGH,1,2,1,0,0,6,10,1,1,1,527,29,0,0,0,1,1,48.8650313,2.3476934,0.994,0.603,1,1,0.0565,EXCELLENT,"Rue Marie Stuart, 75002 Paris",2e arrondissement,RUE MARIE STUART,MELO D'AMELIE|THEATRE,Théâtre Mélo d'Amélie
PA_895,PA,50,48.9004517121,2.387226245,,HIGH,1,0,1,0,1,4,7,1,1,1,420,57,0,0,0,0,1,48.900203,2.3800481,5.259,1.821,1,1,0.5254,OK,"Porte de la Villette, Boulevard Périphérique, 75019 Paris",19e arrondissement,PORTE DE LA VILLETTE,,Porte de la Villette
PA_683,PA,30,48.8659184929,2.3701102343,,HIGH,2,2,0,0,0,4,8,1,1,1,445,59,0,0,0,0,1,48.865941,2.3705319,1.696,1.072,1,1,0.0309,EXCELLENT,"Angle rue Jean-Pierre Timbaud et rue Oberkampf, 75011 Paris",11e arrondissement,RUE JEAN PIERRE TIMBAUD|11e Arr't,SIDNEY BECHET|MANOUSH,
PA_321,PA,10,48.846395756,2.3418132239,,MEDIUM,0,0,0,0,0,5,5,1,1,1,444,42,0,0,0,0,1,48.8860334,2.3404047,3.385,1.28,1,1,4.4087,ZONE,"Rue du Calvaire ou Rue Chappe, 75018 Paris","Montmartre, 18e arrondissement",,,
PA_1407,PA,50,48.8497599497,2.345239241,,MEDIUM,0,3,0,0,0,5,8,1,0,1,477,28,0,0,0,1,1,48.8516456,2.3438411,0.823,,0,1,0.2333,GOOD,"Rue de la Harpe, 75005 Paris","Centre de Paris, probablement 5e ou 6e arrondissement",,HOTEL|LE BISTRO DU PERIGORD|Au V...,
PA_1081,PA,30,48.8597940304,2.3525302375,,HIGH,0,0,1,0,0,6,7,1,1,1,490,35,0,0,0,0,1,48.8607767,2.3517736,0.465,0.581,1,1,0.1225,GOOD,"Place Georges-Pompidou, 75004 Paris",4e arrondissement,,,Centre Pompidou
PA_1487,PA,30,48.86655331,2.3343835156,,HIGH,1,2,0,0,0,5,8,1,1,1,353,55,0,0,0,0,1,48.8660937,2.3357764,1.599,0.193,1,1,0.114,GOOD,"Angle rue Thérèse et rue des Petits-Champs, 75001 Paris",1er arrondissement,RUE THÉRÈSE,GrandOptical|YANNICK,
PA_1170,PA,100,48.8639880307,2.3553553286,,MEDIUM,0,2,0,1,0,7,10,1,1,1,454,32,1,0,0,0,1,48.8631349,2.3639472,1.125,,0,1,0.6356,OK,"47 rue de Saintonge, 75003 Paris",3e ou 4e arrondissement,,DALY|GRAFFILY,
PA_822,PA,10,48.8584289963,2.4006706999,,HIGH,1,2,0,1,0,6,10,1,0,1,349,26,1,0,0,0,1,48.8654754,2.3970061,3.423,0.0,1,1,0.8281,OK,"20 rue Leseps, 75020 Paris",20e arrondissement,RUE LESEPS,BISTRO|Lebonc...,
PA_1520,PA,30,48.8851843373,2.3552482226,,LOW,0,0,0,0,0,5,5,1,0,1,332,57,0,0,0,0,1,48.8929564,2.3825131,4.611,,0,1,2.1727,APPROX,"19e arrondissement, secteur Belleville ou Buttes-Chaumont",19e ou 20e arrondissement,,,
PA_236,PA,20,48.8708260282,2.2997578308,,HIGH,2,0,0,0,0,5,7,1,1,1,356,25,0,0,0,0,1,48.8702522,2.2999638,4.112,4.51,1,1,0.0656,EXCELLENT,"Rue Magellan, 75003 Paris",3e arrondissement,RUE MAGELLAN|3e ARR.,,
PA_1042,PA,50,48.7740076466,2.4032829713,,MEDIUM,2,0,0,0,0,7,9,1,0,1,493,71,0,0,0,0,0,,,,,0,1,,NO_GEO,"Périphérique Nord de Paris, sortie vers Stains/Saint-Denis (A86 ou RN1)",Périphérie parisienne / banlieue nord-ouest,STAINS|VERSAILLES,,
PA_1457,PA,20,48.8572412542,2.3757300276,,MEDIUM,0,1,0,2,0,6,9,1,0,1,448,32,1,1,1,0,1,48.8615133,2.3564487,0.629,,0,1,1.4884,APPROX,"48-50 rue du Temple, 75003 Paris",3e ou 4e arrondissement,,L'IMPROMPTU,
PA_454,PA,30,48.8731740168,2.3636746805,,HIGH,0,0,1,0,0,4,5,1,1,1,412,41,0,0,0,0,1,48.871979,2.3849633,2.944,0.478,1,1,1.5626,APPROX,"Parc de Belleville, rue Piat, 75020 Paris","Belleville, 20e arrondissement",,,Assainissement de Paris
PA_434,PA,30,48.84076416,2.3980649897,,LOW,0,0,0,0,0,7,7,1,0,1,484,121,0,0,0,0,1,48.8442218,2.3811783,2.528,,0,1,1.2942,APPROX,"Quartier résidentiel du 13e arrondissement, possiblement secteur Butte-aux-Cailles ou proche des anciennes fortifications",13e arrondissement (estimation basée sur architecture et contexte périphérique),,,
PA_1466,PA,30,48.8533748075,2.3460019653,,HIGH,0,0,1,0,0,5,6,1,1,1,625,31,0,0,0,0,1,48.8518963,2.3494065,0.562,0.66,1,1,0.2985,GOOD,"Quai de Montebello, 75005 Paris",4e arrondissement,,,Notre-Dame de Paris
PA_903,PA,20,48.8816473721,2.3021390157,,MEDIUM,0,2,0,1,0,6,9,1,0,1,561,47,1,0,0,0,1,48.8562021,2.3556193,0.254,,0,1,4.8277,ZONE,15 rue dans le Marais (3e ou 4e arrondissement),"Marais ou quartiers centraux (3e, 4e, ou 10e arrondissement probable)",,IMRA|ELEC,
PA_794,PA,20,48.8205861725,2.3753598156,,LOW,0,0,0,0,0,7,7,1,0,1,485,68,0,0,0,0,1,48.8962567,2.396631,5.477,,0,1,8.5569,ZONE,"Canal de l'Ourcq ou abords de la Petite Ceinture, 19e arrondissement","Est parisien (10e, 11e, 19e ou 20e arrondissement)",,,
PA_478,PA,50,48.8525735711,2.2813982348,,MEDIUM,0,0,1,0,0,6,7,1,1,1,530,24,0,0,0,0,1,48.8257861,2.3875977,4.295,2.456,1,1,8.3235,ZONE,"Quai d'Ivry, 75013 Paris",13e arrondissement,,,Pont ferroviaire avec balustrade à balustres
PA_1280,PA,50,48.882207032,2.3157377206,,HIGH,1,1,0,0,0,5,7,1,1,1,394,48,0,0,0,0,1,48.8849126,2.3249626,3.726,0.219,1,1,0.7386,OK,"Angle rue des Dames et rue Legendre, 75017 Paris",17e arrondissement,RUE DAMES,Marionnaud,
PA_1176,PA,30,48.8775283575,2.3422812343,,HIGH,2,2,0,1,0,6,11,1,1,1,309,25,1,0,0,0,1,48.8783146,2.3427256,2.512,0.579,1,1,0.0933,EXCELLENT,"8 Rue Rodier, 75009 Paris",9e arrondissement,RUE RODIER|9e Arr.,LA HALLE|Les Experts du,
PA_121,PA,10,48.8576172701,2.332844337,,HIGH,1,0,0,2,0,7,10,1,1,1,332,24,1,0,0,0,1,48.877892,2.3688786,2.663,2.6,1,1,3.4683,ZONE,"7 rue Camus, 75004 Paris",4e arrondissement,CAMUS-PINEL,,
PA_967,PA,20,48.8545669786,2.2891704021,,HIGH,4,6,3,0,0,4,17,1,1,1,458,37,0,0,0,2,1,48.8568407,2.3013705,3.719,0.973,1,1,0.9277,OK,"Avenue de la Bourdonnais, 75007 Paris",7e arrondissement,INVALIDES|Parc du Champ de Mars|Musée du Quai Branly|Déviation,RISTORANTE|PIZZERIA|BURGER|BRUNCH|BREAKFAST|CAFE,Invalides|Parc du Champ de Mars|Musée du Quai Branly
PA_801,PA,20,48.8571574149,2.3316363553,,HIGH,0,0,0,1,0,7,8,1,0,1,486,27,1,0,0,0,1,48.8716515,2.3785163,2.551,,0,1,3.7891,ZONE,"69 rue Denoyez, 75020 Paris",11e ou 20e arrondissement,,,
PA_1518,PA,40,48.8532305467,2.3341327752,,HIGH,2,0,0,0,0,6,8,1,1,1,413,54,0,0,0,0,1,48.8530238,2.3340222,1.388,0.412,1,1,0.0244,EXCELLENT,"Angle rue des Ciseaux et rue de l'Échaudé, 75006 Paris",6e arrondissement (Saint-Germain-des-Prés),RUE DES CISEAUX|RUE...OILEE,,
PA_198,PA,20,48.8742739925,2.372624749,,HIGH,1,1,0,0,0,3,5,1,1,1,479,30,0,0,0,0,1,48.8737645,2.3714391,2.371,0.914,1,1,0.1036,GOOD,"Rue Sainte-Marthe, 75010 Paris",10e arrondissement,RUE Ste MARTHE,PERMANENCE 24h/24 7j/7,
PA_924,PA,10,48.8425412563,2.3717482848,,MEDIUM,0,0,0,0,0,8,8,1,1,1,576,59,0,0,0,0,1,48.8231439,2.3814158,4.291,2.168,1,1,2.27,APPROX,"Boulevard Périphérique près de la Porte d'Ivry, 75013 Paris",13e arrondissement,,,
PA_732,PA,20,48.8732479317,2.3824487262,,HIGH,1,3,0,0,0,5,9,1,1,1,505,51,0,0,0,0,1,48.8654754,2.3970061,3.423,0.0,1,1,1.3714,APPROX,"Angle rue Jouve-Rouve et rue adjacente, 75020 Paris",20e arrondissement,RUE JOUVE-ROUVE,LE GENRE URBAIN|LIBRAIRIE|LIBR'EST,
