invader_id,city_code,points,gt_lat,gt_lng,gt_source,confidence,n_street_signs,n_shop_signs,n_landmarks,n_building_numbers,n_metro_bus,n_other_clues,n_total_clues,has_district,has_postcode,has_address,reasoning_length,address_length,address_has_number,address_has_business,address_n_business,signs_total_business,geo_success,geo_lat,geo_lng,distance_to_center_km,distance_to_district_km,district_geocodes,city_coherent,error_km,error_class,best_address_guess,district,street_signs,shop_signs,landmarks
BSL_13,BSL,30,47.5595829822,7.59807651,,MEDIUM,0,1,0,0,0,5,6,1,0,1,592,22,1,0,0,0,1,47.5616333,7.5936729,0.443,0.052,1,1,0.4014,GOOD,"Claraplatz, 4058 Basel",Kleinbasel,,MAGGI,
BSL_24,BSL,30,47.5785031555,7.5581682022,,MEDIUM,1,0,0,0,0,7,8,1,0,1,639,61,0,0,0,0,0,,,,,0,1,,NO_GEO,A2 Autoroute (Autobahn) près de la sortie Pratteln/Basel-Nord,Zone industrielle/périphérique nord,CEDEZ LE PASSAGE,,
NCL_25,NCL,10,54.9692791926,-1.5975459582,,LOW,0,0,0,0,0,4,4,1,0,1,541,44,0,0,0,0,1,54.9689192,-1.6226896,1.089,0.0,1,1,1.6054,APPROX,Commercial building in Newcastle City Centre,City Centre,,,
NCL_23,NCL,10,54.9717252871,-1.6127772242,,HIGH,0,2,1,0,0,6,9,1,0,0,498,0,0,0,0,0,0,,,,,0,1,,NO_GEO,,Newcastle city centre,,THE DUKE OF WELLINGTON|DRIP,The Duke of Wellington pub
RTD_16,RTD,10,51.9149864343,4.46333266,,LOW,0,0,0,1,0,5,6,1,0,1,463,87,1,0,0,0,0,,,,,0,1,,NO_GEO,"Numéro 208 d'une rue du centre de Rotterdam, probablement secteur Delfshaven ou Centrum",Centrum ou Delfshaven,,,
RTD_23,RTD,10,51.9158371366,4.4779107058,,LOW,0,0,0,0,0,5,5,1,0,1,472,54,0,0,0,0,1,51.9161329,4.4792067,0.708,,0,1,0.0948,EXCELLENT,"Witte de Withstraat, Rotterdam (quartier des galeries)",Centre-ville de Rotterdam (zone culturelle/galeries),,,
DJN_02,DJN,10,36.3663518617,127.3864007231,,MEDIUM,0,0,2,0,0,6,8,1,0,1,539,60,0,0,0,0,1,36.3560702,127.390656,0.838,0.0,1,1,1.2051,APPROX,"Parc public dans le quartier de Dunsan-dong, Seo-gu, Daejeon",Dunsan-dong,,,Bassin d'eau avec sculpture|Complexe résidentiel moderne en arrière-plan
DJN_23,DJN,20,36.35478916,127.3454100661,,LOW,0,1,0,0,0,5,6,1,0,1,470,84,0,0,0,0,1,36.3322464,127.4346482,4.924,,0,1,8.3765,ZONE,"Quartier commercial central de Daejeon, proximité zone Eunhaeng-dong ou Jungang-dong",Centre-ville de Daejeon,,타이 아로마 건전마사지,
MLB_11,MLB,0,-37.7999187,144.9842634,vision,MEDIUM,0,1,0,0,0,5,6,1,0,1,523,36,0,0,0,0,1,-37.8016122,144.9838169,2.256,0.207,1,1,0.1924,GOOD,"Smith Street, Collingwood, Melbourne",Collingwood,,Friends of the Earth,
MLB_18,MLB,10,-37.8006513914,144.9642363383,,MEDIUM,0,0,0,1,0,6,7,1,0,1,495,28,1,0,0,0,1,-37.8156412,144.9585321,0.461,1.055,1,1,1.7405,APPROX,"678 Bourke Street, Melbourne",CBD/Chinatown,,,
SD_05,SD,20,32.7137782901,-117.1581120704,,LOW,0,0,0,0,0,5,5,1,0,1,347,55,0,0,0,0,1,32.7195843,-117.1582014,0.51,0.0,1,1,0.6457,OK,"Centre Street, Downtown San Diego (zone Salvation Army)",Downtown San Diego,,,
SD_18,SD,20,32.7105323652,-117.164828317,,LOW,0,0,0,0,0,5,5,1,0,1,505,45,0,0,0,0,0,,,,,0,1,,NO_GEO,"Gaslamp Quarter, Downtown San Diego, CA 92101",Downtown San Diego ou Gaslamp Quarter,,,
RBA_09,RBA,40,34.0186214392,-6.8310118553,,HIGH,1,1,0,0,0,5,7,1,0,1,482,31,0,0,0,0,0,,,,,0,1,,NO_GEO,"Place Abdelkrim Al Mehdi, Rabat",Centre-ville/Médina,PLACE A. MEHDI,LASKA,
RBA_15,RBA,40,33.9948152863,-6.851156594,,LOW,0,0,0,0,0,5,5,1,0,1,511,21,0,0,0,0,1,33.9951272,-6.8480091,2.926,0.0,1,1,0.2922,GOOD,"Quartier Agdal, Rabat",Agdal,,,
IST_20,IST,20,41.0325359213,28.9850313864,,LOW,0,0,0,0,0,5,5,1,0,1,571,52,0,0,0,0,1,41.0330402,28.9853187,2.822,,0,1,0.061,EXCELLENT,"Quartier de Cihangir ou Çukurcuma, Beyoğlu, Istanbul",Beyoğlu ou Kadıköy,,,
IST_11,IST,20,41.0158940233,28.9557679471,,MEDIUM,0,0,1,0,0,4,5,1,0,1,566,33,0,0,0,0,1,41.006381,28.9758715,0.293,0.0,1,1,1.991,APPROX,"Théodose Surları, Fatih, Istanbul",Fatih,,,Murailles byzantines historiques
MUN_05,MUN,40,48.1339836609,11.5678291641,,LOW,0,0,0,0,0,4,4,1,0,1,500,26,0,0,0,0,1,48.1719513,11.5783159,4.107,,0,1,4.2929,ZONE,"Quartier Schwabing, Munich",Schwabing ou Maxvorstadt,,,
MUN_08,MUN,50,48.1332887944,11.5331827945,,LOW,0,0,0,0,0,6,6,1,0,1,555,86,0,0,0,0,1,48.1892784,11.6085826,6.339,0.0,1,1,8.3687,ZONE,"Passage souterrain ou zone industrielle dans le quartier de Schwabing-Freimann, Munich",Schwabing-Freimann,,,
